[2026-04-13 18:33:15,254] INFO - Servidor de soporte gRPC escuchando en puerto 50052
[2026-04-13 18:37:04,392] INFO - Pantalla publica consultada: total=103 altas=1 medias=26 bajas=76
[2026-04-13 18:37:04,395] INFO - desk-2 atendio ticket id=238 prioridad=alta cliente=cliente-3
[2026-04-13 18:37:04,424] INFO - Ticket creado id=240 cliente=cliente-1 prioridad=alta
[2026-04-13 18:37:04,435] INFO - Ticket creado id=241 cliente=cliente-3 prioridad=media
[2026-04-13 18:37:04,438] INFO - desk-2 atendio ticket id=240 prioridad=alta cliente=cliente-1
[2026-04-13 18:37:04,467] INFO - Ticket creado id=242 cliente=cliente-1 prioridad=baja
[2026-04-13 18:37:04,479] INFO - Ticket creado id=243 cliente=cliente-3 prioridad=baja
[2026-04-13 18:37:04,480] INFO - Pantalla publica consultada: total=105 altas=0 medias=27 bajas=78
[2026-04-13 18:37:04,511] INFO - desk-1 atendio ticket id=156 prioridad=media cliente=cliente-3
[2026-04-13 18:37:04,522] INFO - Ticket creado id=244 cliente=cliente-3 prioridad=baja
[2026-04-13 18:37:04,524] INFO - desk-2 atendio ticket id=158 prioridad=media cliente=cliente-3
[2026-04-13 18:37:04,554] INFO - Ticket creado id=245 cliente=cliente-1 prioridad=baja
[2026-04-13 18:37:04,564] INFO - Pantalla publica consultada: total=105 altas=0 medias=25 bajas=80
[2026-04-13 18:37:04,567] INFO - desk-2 atendio ticket id=159 prioridad=media cliente=cliente-2
[2026-04-13 18:37:04,597] INFO - desk-1 atendio ticket id=166 prioridad=media cliente=cliente-1
[2026-04-13 18:37:04,607] INFO - Ticket creado id=246 cliente=cliente-3 prioridad=baja
[2026-04-13 18:37:04,610] INFO - Ticket creado id=247 cliente=cliente-2 prioridad=baja
[2026-04-13 18:37:04,640] INFO - Ticket creado id=248 cliente=cliente-1 prioridad=media
[2026-04-13 18:37:04,651] INFO - desk-3 atendio ticket id=172 prioridad=media cliente=cliente-2
[2026-04-13 18:37:04,653] INFO - Ticket creado id=249 cliente=cliente-2 prioridad=media
[2026-04-13 18:37:04,683] INFO - Ticket creado id=250 cliente=cliente-1 prioridad=baja
[2026-04-13 18:37:04,693] INFO - Ticket creado id=251 cliente=cliente-3 prioridad=alta
[2026-04-13 18:37:04,696] INFO - Ticket creado id=252 cliente=cliente-2 prioridad=alta
[2026-04-13 18:37:04,727] INFO - desk-1 atendio ticket id=251 prioridad=alta cliente=cliente-3
[2026-04-13 18:37:04,735] INFO - Pantalla publica consultada: total=108 altas=1 medias=24 bajas=83
[2026-04-13 18:37:04,739] INFO - Ticket creado id=253 cliente=cliente-2 prioridad=alta
[2026-04-13 18:37:04,770] INFO - Pantalla publica consultada: total=109 altas=2 medias=24 bajas=83
[2026-04-13 18:37:04,779] INFO - Ticket creado id=254 cliente=cliente-3 prioridad=alta
[2026-04-13 18:37:04,782] INFO - Ticket creado id=255 cliente=cliente-2 prioridad=media
[2026-04-13 18:37:04,813] INFO - Ticket creado id=256 cliente=cliente-1 prioridad=media
[2026-04-13 18:37:04,823] INFO - Ticket creado id=257 cliente=cliente-3 prioridad=baja
[2026-04-13 18:37:04,825] INFO - Ticket creado id=258 cliente=cliente-2 prioridad=baja
[2026-04-13 18:37:04,856] INFO - Ticket creado id=259 cliente=cliente-1 prioridad=media
[2026-04-13 18:37:04,866] INFO - Ticket creado id=260 cliente=cliente-3 prioridad=alta
[2026-04-13 18:37:04,868] INFO - desk-2 atendio ticket id=252 prioridad=alta cliente=cliente-2
[2026-04-13 18:37:04,899] INFO - Ticket creado id=261 cliente=cliente-1 prioridad=baja
[2026-04-13 18:37:04,910] INFO - Ticket creado id=262 cliente=cliente-3 prioridad=baja
[2026-04-13 18:37:04,912] INFO - Ticket creado id=263 cliente=cliente-2 prioridad=media
[2026-04-13 18:37:04,943] INFO - desk-1 atendio ticket id=253 prioridad=alta cliente=cliente-2
[2026-04-13 18:37:04,953] INFO - Ticket creado id=264 cliente=cliente-3 prioridad=alta
[2026-04-13 18:37:04,955] INFO - desk-2 atendio ticket id=254 prioridad=alta cliente=cliente-3
[2026-04-13 18:37:04,985] INFO - Pantalla publica consultada: total=117 altas=2 medias=28 bajas=87
[2026-04-13 18:37:04,997] INFO - desk-3 atendio ticket id=260 prioridad=alta cliente=cliente-3
[2026-04-13 18:37:04,998] INFO - Pantalla publica consultada: total=116 altas=1 medias=28 bajas=87
[2026-04-13 18:37:05,028] INFO - Ticket creado id=265 cliente=cliente-1 prioridad=baja
[2026-04-13 18:37:05,041] INFO - desk-3 atendio ticket id=264 prioridad=alta cliente=cliente-3
[2026-04-13 18:37:05,044] INFO - Ticket creado id=266 cliente=cliente-2 prioridad=media
[2026-04-13 18:37:05,070] INFO - Pantalla publica consultada: total=117 altas=0 medias=29 bajas=88
[2026-04-13 18:37:05,083] INFO - Pantalla publica consultada: total=117 altas=0 medias=29 bajas=88
[2026-04-13 18:37:05,087] INFO - Ticket creado id=267 cliente=cliente-2 prioridad=baja
[2026-04-13 18:37:05,114] INFO - Ticket creado id=268 cliente=cliente-1 prioridad=media
[2026-04-13 18:37:05,125] INFO - Pantalla publica consultada: total=119 altas=0 medias=30 bajas=89
[2026-04-13 18:37:05,130] INFO - desk-2 atendio ticket id=179 prioridad=media cliente=cliente-1
[2026-04-13 18:37:05,158] INFO - Ticket creado id=269 cliente=cliente-1 prioridad=baja
[2026-04-13 18:37:05,168] INFO - Ticket creado id=270 cliente=cliente-3 prioridad=alta
[2026-04-13 18:37:05,172] INFO - desk-2 atendio ticket id=270 prioridad=alta cliente=cliente-3
[2026-04-13 18:37:05,201] INFO - Ticket creado id=271 cliente=cliente-1 prioridad=media
[2026-04-13 18:37:05,212] INFO - Ticket creado id=272 cliente=cliente-3 prioridad=baja
[2026-04-13 18:37:05,216] INFO - desk-2 atendio ticket id=181 prioridad=media cliente=cliente-3
[2026-04-13 18:37:05,245] INFO - Ticket creado id=273 cliente=cliente-1 prioridad=baja
[2026-04-13 18:37:05,256] INFO - desk-3 atendio ticket id=182 prioridad=media cliente=cliente-2
[2026-04-13 18:37:05,259] INFO - Ticket creado id=274 cliente=cliente-2 prioridad=media
[2026-04-13 18:37:05,289] INFO - Ticket creado id=275 cliente=cliente-1 prioridad=media
[2026-04-13 18:37:05,298] INFO - Pantalla publica consultada: total=122 altas=0 medias=30 bajas=92
[2026-04-13 18:37:05,302] INFO - Ticket creado id=276 cliente=cliente-2 prioridad=baja
[2026-04-13 18:37:05,332] INFO - Ticket creado id=277 cliente=cliente-1 prioridad=media
[2026-04-13 18:37:05,340] INFO - Pantalla publica consultada: total=124 altas=0 medias=31 bajas=93
[2026-04-13 18:37:05,346] INFO - desk-2 atendio ticket id=184 prioridad=media cliente=cliente-2
[2026-04-13 18:37:05,375] INFO - Pantalla publica consultada: total=123 altas=0 medias=30 bajas=93
[2026-04-13 18:37:05,382] INFO - Pantalla publica consultada: total=123 altas=0 medias=30 bajas=93
[2026-04-13 18:37:05,389] INFO - desk-2 atendio ticket id=185 prioridad=media cliente=cliente-3
[2026-04-13 18:37:05,417] INFO - Pantalla publica consultada: total=122 altas=0 medias=29 bajas=93
[2026-04-13 18:37:05,426] INFO - Ticket creado id=278 cliente=cliente-3 prioridad=baja
[2026-04-13 18:37:05,434] INFO - Ticket creado id=279 cliente=cliente-2 prioridad=alta
[2026-04-13 18:37:05,460] INFO - desk-1 atendio ticket id=279 prioridad=alta cliente=cliente-2
[2026-04-13 18:37:05,469] INFO - Ticket creado id=280 cliente=cliente-3 prioridad=media
[2026-04-13 18:37:05,479] INFO - desk-2 atendio ticket id=188 prioridad=media cliente=cliente-2
[2026-04-13 18:37:05,503] INFO - Pantalla publica consultada: total=123 altas=0 medias=29 bajas=94
[2026-04-13 18:37:05,512] INFO - desk-3 atendio ticket id=190 prioridad=media cliente=cliente-3
[2026-04-13 18:37:05,523] INFO - Ticket creado id=281 cliente=cliente-2 prioridad=alta
[2026-04-13 18:37:05,547] INFO - Ticket creado id=282 cliente=cliente-1 prioridad=media
[2026-04-13 18:37:05,556] INFO - Ticket creado id=283 cliente=cliente-3 prioridad=alta
[2026-04-13 18:37:05,565] INFO - Pantalla publica consultada: total=125 altas=2 medias=29 bajas=94
[2026-04-13 18:37:05,591] INFO - Ticket creado id=284 cliente=cliente-1 prioridad=baja
[2026-04-13 18:37:05,600] INFO - desk-3 atendio ticket id=281 prioridad=alta cliente=cliente-2
[2026-04-13 18:37:05,608] INFO - Pantalla publica consultada: total=125 altas=1 medias=29 bajas=95
[2026-04-13 18:37:05,635] INFO - Ticket creado id=285 cliente=cliente-1 prioridad=media
[2026-04-13 18:37:05,644] INFO - desk-3 atendio ticket id=283 prioridad=alta cliente=cliente-3
[2026-04-13 18:37:05,651] INFO - desk-2 atendio ticket id=193 prioridad=media cliente=cliente-2
[2026-04-13 18:37:05,678] INFO - Ticket creado id=286 cliente=cliente-1 prioridad=alta
[2026-04-13 18:37:05,687] INFO - Ticket creado id=287 cliente=cliente-3 prioridad=baja
[2026-04-13 18:37:05,693] INFO - Pantalla publica consultada: total=126 altas=1 medias=29 bajas=96
[2026-04-13 18:37:05,722] INFO - Ticket creado id=288 cliente=cliente-1 prioridad=alta
[2026-04-13 18:37:05,731] INFO - Ticket creado id=289 cliente=cliente-3 prioridad=media
[2026-04-13 18:37:05,736] INFO - Ticket creado id=290 cliente=cliente-2 prioridad=alta
[2026-04-13 18:37:05,765] INFO - Ticket creado id=291 cliente=cliente-1 prioridad=media
[2026-04-13 18:37:05,774] INFO - Ticket creado id=292 cliente=cliente-3 prioridad=baja
[2026-04-13 18:37:05,779] INFO - Ticket creado id=293 cliente=cliente-2 prioridad=baja
[2026-04-13 18:37:05,808] INFO - Ticket creado id=294 cliente=cliente-1 prioridad=alta
[2026-04-13 18:37:05,817] INFO - Ticket creado id=295 cliente=cliente-3 prioridad=media
[2026-04-13 18:37:05,821] INFO - Pantalla publica consultada: total=134 altas=4 medias=32 bajas=98
[2026-04-13 18:37:05,851] INFO - Ticket creado id=296 cliente=cliente-1 prioridad=media
[2026-04-13 18:37:05,860] INFO - Ticket creado id=297 cliente=cliente-3 prioridad=baja
[2026-04-13 18:37:05,865] INFO - Ticket creado id=298 cliente=cliente-2 prioridad=media
[2026-04-13 18:37:05,893] INFO - Pantalla publica consultada: total=137 altas=4 medias=34 bajas=99
[2026-04-13 18:37:05,904] INFO - Ticket creado id=299 cliente=cliente-3 prioridad=baja
[2026-04-13 18:37:05,906] INFO - Pantalla publica consultada: total=138 altas=4 medias=34 bajas=100
[2026-04-13 18:37:05,937] INFO - Ticket creado id=300 cliente=cliente-1 prioridad=alta
[2026-04-13 18:37:05,947] INFO - Ticket creado id=301 cliente=cliente-3 prioridad=media
[2026-04-13 18:37:05,950] INFO - Ticket creado id=302 cliente=cliente-2 prioridad=media
[2026-04-13 18:37:05,981] INFO - Ticket creado id=303 cliente=cliente-1 prioridad=baja
[2026-04-13 18:37:05,991] INFO - desk-3 atendio ticket id=286 prioridad=alta cliente=cliente-1
[2026-04-13 18:37:05,995] INFO - Ticket creado id=304 cliente=cliente-2 prioridad=alta
[2026-04-13 18:37:06,025] INFO - Ticket creado id=305 cliente=cliente-1 prioridad=alta
[2026-04-13 18:37:06,036] INFO - Ticket creado id=306 cliente=cliente-3 prioridad=media
[2026-04-13 18:37:06,039] INFO - desk-2 atendio ticket id=288 prioridad=alta cliente=cliente-1
[2026-04-13 18:37:06,067] INFO - Pantalla publica consultada: total=143 altas=5 medias=37 bajas=101
[2026-04-13 18:37:06,080] INFO - Ticket creado id=307 cliente=cliente-3 prioridad=alta
[2026-04-13 18:37:06,081] INFO - Pantalla publica consultada: total=144 altas=6 medias=37 bajas=101
[2026-04-13 18:37:06,111] INFO - Ticket creado id=308 cliente=cliente-1 prioridad=media
[2026-04-13 18:37:06,125] INFO - Ticket creado id=309 cliente=cliente-3 prioridad=alta
[2026-04-13 18:37:06,126] INFO - Pantalla publica consultada: total=146 altas=7 medias=38 bajas=101
[2026-04-13 18:37:06,155] INFO - Ticket creado id=310 cliente=cliente-1 prioridad=baja
[2026-04-13 18:37:06,170] INFO - Ticket creado id=311 cliente=cliente-3 prioridad=media
[2026-04-13 18:37:06,173] INFO - Ticket creado id=312 cliente=cliente-2 prioridad=baja
[2026-04-13 18:37:06,198] INFO - Ticket creado id=313 cliente=cliente-1 prioridad=baja
[2026-04-13 18:37:06,212] INFO - Pantalla publica consultada: total=150 altas=7 medias=39 bajas=104
[2026-04-13 18:37:06,217] INFO - Ticket creado id=314 cliente=cliente-2 prioridad=media
[2026-04-13 18:37:06,241] INFO - Ticket creado id=315 cliente=cliente-1 prioridad=media
[2026-04-13 18:37:06,254] INFO - Pantalla publica consultada: total=152 altas=7 medias=41 bajas=104
[2026-04-13 18:37:06,260] INFO - desk-2 atendio ticket id=290 prioridad=alta cliente=cliente-2
[2026-04-13 18:37:06,283] INFO - Pantalla publica consultada: total=151 altas=6 medias=41 bajas=104
[2026-04-13 18:37:06,296] INFO - Pantalla publica consultada: total=151 altas=6 medias=41 bajas=104
[2026-04-13 18:37:06,303] INFO - Ticket creado id=316 cliente=cliente-2 prioridad=baja
[2026-04-13 18:37:06,326] INFO - Ticket creado id=317 cliente=cliente-1 prioridad=media
[2026-04-13 18:37:06,339] INFO - desk-3 atendio ticket id=294 prioridad=alta cliente=cliente-1
[2026-04-13 18:37:06,345] INFO - Pantalla publica consultada: total=152 altas=5 medias=42 bajas=105
[2026-04-13 18:37:06,368] INFO - Pantalla publica consultada: total=152 altas=5 medias=42 bajas=105
[2026-04-13 18:37:06,383] INFO - Ticket creado id=318 cliente=cliente-3 prioridad=baja
[2026-04-13 18:37:06,389] INFO - Ticket creado id=319 cliente=cliente-2 prioridad=baja
[2026-04-13 18:37:06,411] INFO - Pantalla publica consultada: total=154 altas=5 medias=42 bajas=107
[2026-04-13 18:37:06,427] INFO - Ticket creado id=320 cliente=cliente-3 prioridad=baja
[2026-04-13 18:37:06,432] INFO - Ticket creado id=321 cliente=cliente-2 prioridad=media
[2026-04-13 18:37:06,454] INFO - Ticket creado id=322 cliente=cliente-1 prioridad=baja
[2026-04-13 18:37:06,470] INFO - desk-3 atendio ticket id=300 prioridad=alta cliente=cliente-1
[2026-04-13 18:37:06,476] INFO - desk-2 atendio ticket id=304 prioridad=alta cliente=cliente-2
[2026-04-13 18:37:06,498] INFO - desk-1 atendio ticket id=305 prioridad=alta cliente=cliente-1
[2026-04-13 18:37:06,514] INFO - desk-3 atendio ticket id=307 prioridad=alta cliente=cliente-3
[2026-04-13 18:37:06,519] INFO - Ticket creado id=323 cliente=cliente-2 prioridad=media
[2026-04-13 18:37:06,540] INFO - Pantalla publica consultada: total=154 altas=1 medias=44 bajas=109
[2026-04-13 18:37:06,559] INFO - desk-3 atendio ticket id=309 prioridad=alta cliente=cliente-3
[2026-04-13 18:37:06,563] INFO - desk-2 atendio ticket id=194 prioridad=media cliente=cliente-1
[2026-04-13 18:37:06,584] INFO - Ticket creado id=324 cliente=cliente-1 prioridad=baja
[2026-04-13 18:37:06,602] INFO - Ticket creado id=325 cliente=cliente-3 prioridad=media
[2026-04-13 18:37:06,605] INFO - Pantalla publica consultada: total=154 altas=0 medias=44 bajas=110
[2026-04-13 18:37:06,629] INFO - Ticket creado id=326 cliente=cliente-1 prioridad=baja
[2026-04-13 18:37:06,646] INFO - desk-3 atendio ticket id=195 prioridad=media cliente=cliente-1
[2026-04-13 18:37:06,647] INFO - Pantalla publica consultada: total=154 altas=0 medias=43 bajas=111
[2026-04-13 18:37:06,672] INFO - Ticket creado id=327 cliente=cliente-1 prioridad=media
[2026-04-13 18:37:06,690] INFO - desk-3 atendio ticket id=197 prioridad=media cliente=cliente-1
[2026-04-13 18:37:06,693] INFO - Ticket creado id=328 cliente=cliente-2 prioridad=baja
[2026-04-13 18:37:06,716] INFO - desk-1 atendio ticket id=204 prioridad=media cliente=cliente-2
[2026-04-13 18:37:06,733] INFO - Pantalla publica consultada: total=154 altas=0 medias=42 bajas=112
[2026-04-13 18:37:06,735] INFO - Pantalla publica consultada: total=154 altas=0 medias=42 bajas=112
[2026-04-13 18:37:06,760] INFO - Ticket creado id=329 cliente=cliente-1 prioridad=media
[2026-04-13 18:37:06,775] INFO - Pantalla publica consultada: total=155 altas=0 medias=43 bajas=112
[2026-04-13 18:37:06,778] INFO - Ticket creado id=330 cliente=cliente-2 prioridad=baja
[2026-04-13 18:37:06,803] INFO - Ticket creado id=331 cliente=cliente-1 prioridad=alta
[2026-04-13 18:37:06,818] INFO - desk-3 atendio ticket id=331 prioridad=alta cliente=cliente-1
[2026-04-13 18:37:06,822] INFO - Ticket creado id=332 cliente=cliente-2 prioridad=media
[2026-04-13 18:37:06,847] INFO - Ticket creado id=333 cliente=cliente-1 prioridad=alta
[2026-04-13 18:37:06,861] INFO - Ticket creado id=334 cliente=cliente-3 prioridad=alta
[2026-04-13 18:37:06,865] INFO - Ticket creado id=335 cliente=cliente-2 prioridad=baja
[2026-04-13 18:37:06,889] INFO - Pantalla publica consultada: total=160 altas=2 medias=44 bajas=114
[2026-04-13 18:37:06,905] INFO - Ticket creado id=336 cliente=cliente-3 prioridad=alta
[2026-04-13 18:37:06,909] INFO - Ticket creado id=337 cliente=cliente-2 prioridad=baja
[2026-04-13 18:37:06,933] INFO - Ticket creado id=338 cliente=cliente-1 prioridad=alta
[2026-04-13 18:37:06,949] INFO - desk-3 atendio ticket id=333 prioridad=alta cliente=cliente-1
[2026-04-13 18:37:06,953] INFO - Ticket creado id=339 cliente=cliente-2 prioridad=alta
[2026-04-13 18:37:06,976] INFO - desk-1 atendio ticket id=334 prioridad=alta cliente=cliente-3
[2026-04-13 18:37:06,990] INFO - Pantalla publica consultada: total=162 altas=3 medias=44 bajas=115
[2026-04-13 18:37:06,996] INFO - desk-2 atendio ticket id=336 prioridad=alta cliente=cliente-3
[2026-04-13 18:37:07,018] INFO - Pantalla publica consultada: total=161 altas=2 medias=44 bajas=115
[2026-04-13 18:37:07,034] INFO - Ticket creado id=340 cliente=cliente-3 prioridad=media
[2026-04-13 18:37:07,038] INFO - Pantalla publica consultada: total=162 altas=2 medias=45 bajas=115
[2026-04-13 18:37:07,062] INFO - Ticket creado id=341 cliente=cliente-1 prioridad=alta
[2026-04-13 18:37:07,077] INFO - Ticket creado id=342 cliente=cliente-3 prioridad=media
[2026-04-13 18:37:07,082] INFO - desk-2 atendio ticket id=338 prioridad=alta cliente=cliente-1
[2026-04-13 18:37:07,104] INFO - Pantalla publica consultada: total=163 altas=2 medias=46 bajas=115
[2026-04-13 18:37:07,121] INFO - desk-3 atendio ticket id=339 prioridad=alta cliente=cliente-2
[2026-04-13 18:37:07,125] INFO - Ticket creado id=343 cliente=cliente-2 prioridad=baja
[2026-04-13 18:37:07,147] INFO - Ticket creado id=344 cliente=cliente-1 prioridad=baja
[2026-04-13 18:37:07,165] INFO - Ticket creado id=345 cliente=cliente-3 prioridad=alta
[2026-04-13 18:37:07,169] INFO - Ticket creado id=346 cliente=cliente-2 prioridad=alta
[2026-04-13 18:37:07,191] INFO - Ticket creado id=347 cliente=cliente-1 prioridad=media
[2026-04-13 18:37:07,209] INFO - Ticket creado id=348 cliente=cliente-3 prioridad=alta
[2026-04-13 18:37:07,212] INFO - Ticket creado id=349 cliente=cliente-2 prioridad=alta
[2026-04-13 18:37:07,234] INFO - desk-1 atendio ticket id=341 prioridad=alta cliente=cliente-1
[2026-04-13 18:37:07,250] INFO - Pantalla publica consultada: total=168 altas=4 medias=47 bajas=117
[2026-04-13 18:37:07,255] INFO - desk-2 atendio ticket id=345 prioridad=alta cliente=cliente-3
[2026-04-13 18:37:07,278] INFO - Ticket creado id=350 cliente=cliente-1 prioridad=media
[2026-04-13 18:37:07,294] INFO - desk-3 atendio ticket id=346 prioridad=alta cliente=cliente-2
[2026-04-13 18:37:07,296] INFO - Pantalla publica consultada: total=167 altas=2 medias=48 bajas=117
[2026-04-13 18:37:07,321] INFO - Ticket creado id=351 cliente=cliente-1 prioridad=baja
[2026-04-13 18:37:07,337] INFO - Pantalla publica consultada: total=168 altas=2 medias=48 bajas=118
[2026-04-13 18:37:07,338] INFO - Pantalla publica consultada: total=168 altas=2 medias=48 bajas=118
[2026-04-13 18:37:07,364] INFO - Ticket creado id=352 cliente=cliente-1 prioridad=baja
[2026-04-13 18:37:07,382] INFO - desk-3 atendio ticket id=348 prioridad=alta cliente=cliente-3
[2026-04-13 18:37:07,385] INFO - desk-2 atendio ticket id=349 prioridad=alta cliente=cliente-2
[2026-04-13 18:37:07,408] INFO - desk-1 atendio ticket id=205 prioridad=media cliente=cliente-1
[2026-04-13 18:37:07,426] INFO - Ticket creado id=353 cliente=cliente-3 prioridad=baja
[2026-04-13 18:37:07,427] INFO - Pantalla publica consultada: total=167 altas=0 medias=47 bajas=120
[2026-04-13 18:37:07,452] INFO - desk-1 atendio ticket id=206 prioridad=media cliente=cliente-2
[2026-04-13 18:37:07,470] INFO - Ticket creado id=354 cliente=cliente-3 prioridad=media
[2026-04-13 18:37:07,472] INFO - Pantalla publica consultada: total=167 altas=0 medias=47 bajas=120
[2026-04-13 18:37:07,495] INFO - desk-1 atendio ticket id=212 prioridad=media cliente=cliente-1
[2026-04-13 18:37:07,515] INFO - desk-3 atendio ticket id=213 prioridad=media cliente=cliente-2
[2026-04-13 18:37:07,518] INFO - desk-2 atendio ticket id=214 prioridad=media cliente=cliente-1
[2026-04-13 18:37:07,539] INFO - Ticket creado id=355 cliente=cliente-1 prioridad=baja
[2026-04-13 18:37:07,558] INFO - Pantalla publica consultada: total=165 altas=0 medias=44 bajas=121
[2026-04-13 18:37:07,561] INFO - desk-2 atendio ticket id=215 prioridad=media cliente=cliente-2
[2026-04-13 18:37:07,583] INFO - desk-1 atendio ticket id=232 prioridad=media cliente=cliente-3
[2026-04-13 18:37:07,602] INFO - Ticket creado id=356 cliente=cliente-3 prioridad=alta
[2026-04-13 18:37:07,605] INFO - Ticket creado id=357 cliente=cliente-2 prioridad=alta
[2026-04-13 18:37:07,625] INFO - Pantalla publica consultada: total=165 altas=2 medias=42 bajas=121
[2026-04-13 18:37:07,645] INFO - Pantalla publica consultada: total=165 altas=2 medias=42 bajas=121
[2026-04-13 18:37:07,649] INFO - Ticket creado id=358 cliente=cliente-2 prioridad=baja
[2026-04-13 18:37:07,669] INFO - Ticket creado id=359 cliente=cliente-1 prioridad=media
[2026-04-13 18:37:07,689] INFO - Ticket creado id=360 cliente=cliente-3 prioridad=baja
[2026-04-13 18:37:07,693] INFO - Ticket creado id=361 cliente=cliente-2 prioridad=baja
[2026-04-13 18:37:07,712] INFO - Pantalla publica consultada: total=169 altas=2 medias=43 bajas=124
[2026-04-13 18:37:07,733] INFO - Ticket creado id=362 cliente=cliente-3 prioridad=media
[2026-04-13 18:37:07,737] INFO - desk-2 atendio ticket id=356 prioridad=alta cliente=cliente-3
[2026-04-13 18:37:07,756] INFO - Ticket creado id=363 cliente=cliente-1 prioridad=baja
[2026-04-13 18:37:07,777] INFO - Ticket creado id=364 cliente=cliente-3 prioridad=alta
[2026-04-13 18:37:07,781] INFO - Ticket creado id=365 cliente=cliente-2 prioridad=alta
[2026-04-13 18:37:07,800] INFO - desk-1 atendio ticket id=357 prioridad=alta cliente=cliente-2
[2026-04-13 18:37:07,822] INFO - desk-3 atendio ticket id=364 prioridad=alta cliente=cliente-3
[2026-04-13 18:37:07,826] INFO - Ticket creado id=366 cliente=cliente-2 prioridad=alta
[2026-04-13 18:37:07,842] INFO - Pantalla publica consultada: total=171 altas=2 medias=44 bajas=125
[2026-04-13 18:37:07,866] INFO - desk-3 atendio ticket id=365 prioridad=alta cliente=cliente-2
[2026-04-13 18:37:07,869] INFO - Ticket creado id=367 cliente=cliente-2 prioridad=baja
[2026-04-13 18:37:07,887] INFO - desk-1 atendio ticket id=366 prioridad=alta cliente=cliente-2
[2026-04-13 18:37:07,910] INFO - Ticket creado id=368 cliente=cliente-3 prioridad=baja
[2026-04-13 18:37:07,914] INFO - desk-2 atendio ticket id=234 prioridad=media cliente=cliente-3
[2026-04-13 18:37:07,932] INFO - desk-1 atendio ticket id=239 prioridad=media cliente=cliente-1
[2026-04-13 18:37:07,954] INFO - Ticket creado id=369 cliente=cliente-3 prioridad=baja
[2026-04-13 18:37:07,958] INFO - Ticket creado id=370 cliente=cliente-2 prioridad=alta
[2026-04-13 18:37:07,976] INFO - desk-1 atendio ticket id=370 prioridad=alta cliente=cliente-2
[2026-04-13 18:37:07,997] INFO - Pantalla publica consultada: total=170 altas=0 medias=42 bajas=128
[2026-04-13 18:37:08,002] INFO - Ticket creado id=371 cliente=cliente-2 prioridad=media
[2026-04-13 18:37:08,020] INFO - Ticket creado id=372 cliente=cliente-1 prioridad=media
[2026-04-13 18:37:08,040] INFO - Ticket creado id=373 cliente=cliente-3 prioridad=alta
[2026-04-13 18:37:08,045] INFO - Ticket creado id=374 cliente=cliente-2 prioridad=baja
[2026-04-13 18:37:08,064] INFO - desk-1 atendio ticket id=373 prioridad=alta cliente=cliente-3
[2026-04-13 18:37:08,082] INFO - Pantalla publica consultada: total=173 altas=0 medias=44 bajas=129
[2026-04-13 18:37:08,089] INFO - Ticket creado id=375 cliente=cliente-2 prioridad=alta
[2026-04-13 18:37:08,107] INFO - Ticket creado id=376 cliente=cliente-1 prioridad=media
[2026-04-13 18:37:08,126] INFO - Ticket creado id=377 cliente=cliente-3 prioridad=media
[2026-04-13 18:37:08,131] INFO - Pantalla publica consultada: total=176 altas=1 medias=46 bajas=129
[2026-04-13 18:37:08,149] INFO - Pantalla publica consultada: total=176 altas=1 medias=46 bajas=129
[2026-04-13 18:37:08,170] INFO - Ticket creado id=378 cliente=cliente-3 prioridad=alta
[2026-04-13 18:37:08,175] INFO - Ticket creado id=379 cliente=cliente-2 prioridad=alta
[2026-04-13 18:37:08,193] INFO - desk-1 atendio ticket id=375 prioridad=alta cliente=cliente-2
[2026-04-13 18:37:08,214] INFO - desk-3 atendio ticket id=378 prioridad=alta cliente=cliente-3
[2026-04-13 18:37:08,218] INFO - desk-2 atendio ticket id=379 prioridad=alta cliente=cliente-2
[2026-04-13 18:37:08,237] INFO - Ticket creado id=380 cliente=cliente-1 prioridad=media
[2026-04-13 18:37:08,258] INFO - Ticket creado id=381 cliente=cliente-3 prioridad=baja
[2026-04-13 18:37:08,262] INFO - desk-2 atendio ticket id=241 prioridad=media cliente=cliente-3
[2026-04-13 18:37:08,281] INFO - desk-1 atendio ticket id=248 prioridad=media cliente=cliente-1
[2026-04-13 18:37:08,302] INFO - Ticket creado id=382 cliente=cliente-3 prioridad=media
[2026-04-13 18:37:08,306] INFO - Ticket creado id=383 cliente=cliente-2 prioridad=baja
[2026-04-13 18:37:08,323] INFO - Pantalla publica consultada: total=177 altas=0 medias=46 bajas=131
[2026-04-13 18:37:08,346] INFO - desk-3 atendio ticket id=249 prioridad=media cliente=cliente-2
[2026-04-13 18:37:08,347] INFO - Pantalla publica consultada: total=176 altas=0 medias=45 bajas=131
[2026-04-13 18:37:08,367] INFO - Ticket creado id=384 cliente=cliente-1 prioridad=media
[2026-04-13 18:37:08,390] INFO - desk-3 atendio ticket id=255 prioridad=media cliente=cliente-2
[2026-04-13 18:37:08,394] INFO - Ticket creado id=385 cliente=cliente-2 prioridad=baja
[2026-04-13 18:37:08,410] INFO - Ticket creado id=386 cliente=cliente-1 prioridad=media
[2026-04-13 18:37:08,435] INFO - Ticket creado id=387 cliente=cliente-3 prioridad=media
[2026-04-13 18:37:08,436] INFO - Pantalla publica consultada: total=179 altas=0 medias=47 bajas=132
[2026-04-13 18:37:08,454] INFO - Ticket creado id=388 cliente=cliente-1 prioridad=alta
